ID,Verde,NIR
Asys_floracion(SC),0.08,0.503
Asys_floracion(SC),0.052,0.422
Asys_floracion(SC),0.06,0.465
Asys_floracion(SC),0.057,0.454
Asys_floracion(SC),0.073,0.535
Asys_floracion(SC),0.107,0.692
Asys_floracion(SC),0.103,0.671
Asys_floracion(SC),0.087,0.619
Asys_floracion(SC),0.105,0.763
Asys_floracion(SC),0.138,0.778
Asys_floracion(SC),0.087,0.687
Asys_floracion(SC),0.088,0.613
Asys_floracion(SC),0.09,0.602
Asys_floracion(SC),0.077,0.552
Asys_floracion(SC),0.085,0.571
Asys_floracion(SC),0.07,0.534
Asys_floracion(SC),0.073,0.585
Asys_floracion(SC),0.108,0.666
Asys_floracion(SC),0.067,0.614
Asys_floracion(SC),0.092,0.538
Asys_floracion(SC),0.078,0.504
Asys_floracion(SC),0.051,0.423
Asys_floracion(SC),0.059,0.467
Asys_floracion(SC),0.055,0.455
Asys_floracion(SC),0.072,0.536
Asys_floracion(SC),0.105,0.692
Asys_floracion(SC),0.101,0.672
Asys_floracion(SC),0.086,0.619
Asys_floracion(SC),0.103,0.762
Asys_floracion(SC),0.135,0.778
Asys_floracion(SC),0.085,0.687
Asys_floracion(SC),0.086,0.613
Asys_floracion(SC),0.088,0.602
Asys_floracion(SC),0.076,0.553
Asys_floracion(SC),0.083,0.571
Asys_floracion(SC),0.069,0.535
Asys_floracion(SC),0.071,0.585
Asys_floracion(SC),0.105,0.666
Asys_floracion(SC),0.066,0.614
Asys_floracion(SC),0.09,0.538
Asys_floracion(SC),0.077,0.505
Asys_floracion(SC),0.05,0.423
Asys_floracion(SC),0.057,0.468
Asys_floracion(SC),0.054,0.455
Asys_floracion(SC),0.07,0.537
Asys_floracion(SC),0.103,0.692
Asys_floracion(SC),0.099,0.672
Asys_floracion(SC),0.084,0.618
Asys_floracion(SC),0.101,0.762
Asys_floracion(SC),0.132,0.778
Asys_floracion(SC),0.083,0.687
Asys_floracion(SC),0.084,0.613
Asys_floracion(SC),0.087,0.603
Asys_floracion(SC),0.074,0.554
Asys_floracion(SC),0.081,0.572
Asys_floracion(SC),0.067,0.535
Asys_floracion(SC),0.07,0.586
