ID,Verde,NIR
Pina_26meses(SC),0.038,0.453
Pina_26meses(SC),0.033,0.407
Pina_26meses(SC),0.045,0.496
Pina_26meses(SC),0.056,0.452
Pina_26meses(SC),0.049,0.394
Pina_26meses(SC),0.042,0.372
Pina_26meses(SC),0.04,0.432
Pina_26meses(SC),0.046,0.388
Pina_26meses(SC),0.044,0.525
Pina_26meses(SC),0.052,0.456
Pina_26meses(SC),0.046,0.531
Pina_26meses(SC),0.065,0.471
Pina_26meses(SC),0.042,0.462
Pina_26meses(SC),0.04,0.476
Pina_26meses(SC),0.037,0.454
Pina_26meses(SC),0.031,0.377
Pina_26meses(SC),0.038,0.486
Pina_26meses(SC),0.041,0.403
Pina_26meses(SC),0.038,0.398
Pina_26meses(SC),0.039,0.477
Pina_26meses(SC),0.037,0.452
Pina_26meses(SC),0.032,0.406
Pina_26meses(SC),0.044,0.496
Pina_26meses(SC),0.055,0.451
Pina_26meses(SC),0.048,0.394
Pina_26meses(SC),0.041,0.372
Pina_26meses(SC),0.039,0.432
Pina_26meses(SC),0.045,0.388
Pina_26meses(SC),0.043,0.524
Asys_floracion(SC),0.032,0.629
Asys_floracion(SC),0.021,0.555
Asys_floracion(SC),0.034,0.524
Asys_floracion(SC),0.028,0.489
Asys_floracion(SC),0.018,0.399
Asys_floracion(SC),0.021,0.454
Asys_floracion(SC),0.018,0.425
Asys_floracion(SC),0.018,0.519
Asys_floracion(SC),0.032,0.649
Asys_floracion(SC),0.04,0.631
Asys_floracion(SC),0.03,0.56
Asys_floracion(SC),0.033,0.699
Asys_floracion(SC),0.04,0.74
Asys_floracion(SC),0.027,0.636
Asys_floracion(SC),0.028,0.578
Asys_floracion(SC),0.028,0.572
Asys_floracion(SC),0.024,0.518
Asys_floracion(SC),0.027,0.553
Asys_floracion(SC),0.022,0.498
Asys_floracion(SC),0.023,0.557
Asys_floracion(SC),0.032,0.633
Asys_floracion(SC),0.021,0.56
Asys_floracion(SC),0.034,0.527
Asys_floracion(SC),0.028,0.492
Asys_floracion(SC),0.018,0.402
Asys_floracion(SC),0.021,0.457
Asys_floracion(SC),0.018,0.428
Asys_floracion(SC),0.019,0.522
Asys_floracion(SC),0.033,0.654
Asys_floracion(SC),0.04,0.635
Asys_floracion(SC),0.03,0.564
Asys_floracion(SC),0.033,0.704
Asys_floracion(SC),0.041,0.744
Asys_floracion(SC),0.027,0.641
Asys_floracion(SC),0.028,0.582
Asys_floracion(SC),0.028,0.576
Asys_floracion(SC),0.024,0.522
Asys_floracion(SC),0.028,0.556
Asys_floracion(SC),0.023,0.503
Asys_floracion(SC),0.023,0.561
Asys_floracion(SC),0.033,0.636
Asys_floracion(SC),0.022,0.564
Asys_floracion(SC),0.035,0.529
Asys_floracion(SC),0.028,0.495
Asys_floracion(SC),0.018,0.405
Asys_floracion(SC),0.021,0.46
Asys_floracion(SC),0.018,0.432
Asys_floracion(SC),0.019,0.526
Asys_floracion(SC),0.033,0.658
Asys_floracion(SC),0.041,0.639
Asys_floracion(SC),0.031,0.567
Asys_floracion(SC),0.034,0.709
Asys_floracion(SC),0.042,0.747
Asys_floracion(SC),0.028,0.645
Asys_floracion(SC),0.028,0.586
Asys_floracion(SC),0.029,0.579
Asys_floracion(SC),0.025,0.525
Asys_floracion(SC),0.028,0.56
Asys_floracion(SC),0.023,0.507
Asys_floracion(SC),0.023,0.565
Asys_floracion(SC),0.033,0.64
Asys_floracion(SC),0.022,0.568
Asys_floracion(SC),0.035,0.532
Asys_floracion(SC),0.029,0.498
Asys_floracion(SC),0.019,0.408
Asys_floracion(SC),0.022,0.463
Asys_floracion(SC),0.019,0.434
Asys_floracion(SC),0.02,0.529
Asys_floracion(SC),0.034,0.661
Asys_floracion(SC),0.041,0.642
Asys_floracion(SC),0.031,0.571
Asys_floracion(SC),0.034,0.713
Asys_floracion(SC),0.042,0.75
Asys_floracion(SC),0.028,0.649
Asys_floracion(SC),0.029,0.589
Asys_floracion(SC),0.029,0.583
Asys_floracion(SC),0.025,0.529
Asys_floracion(SC),0.029,0.562
Asys_floracion(SC),0.023,0.51
Asys_floracion(SC),0.024,0.569
Asys_floracion(SC),0.034,0.642
Asys_floracion(SC),0.022,0.572
Asys_floracion(SC),0.036,0.533
Asys_floracion(SC),0.029,0.5
Asys_floracion(SC),0.019,0.41
Asys_floracion(SC),0.022,0.465
Asys_floracion(SC),0.019,0.437
Asys_floracion(SC),0.02,0.531
Asys_floracion(SC),0.034,0.665
Asys_floracion(SC),0.042,0.645
Asys_floracion(SC),0.032,0.574
Asys_floracion(SC),0.035,0.717
Asys_floracion(SC),0.043,0.753
Asys_floracion(SC),0.029,0.653
Asys_floracion(SC),0.029,0.592
Asys_floracion(SC),0.03,0.585
Asys_floracion(SC),0.026,0.532
Asys_floracion(SC),0.029,0.565
Asys_floracion(SC),0.024,0.513
Asys_floracion(SC),0.024,0.571
Asys_floracion(SC),0.035,0.645
Asys_floracion(SC),0.023,0.576
Asys_floracion(SC),0.036,0.534
Asys_floracion(SC),0.03,0.5
Asys_floracion(SC),0.019,0.411
Asys_floracion(SC),0.022,0.466
Asys_floracion(SC),0.019,0.439
Asys_floracion(SC),0.021,0.532
Asys_floracion(SC),0.035,0.667
Asys_floracion(SC),0.042,0.647
Asys_floracion(SC),0.032,0.578
Asys_floracion(SC),0.036,0.721
Asys_floracion(SC),0.044,0.755
Asys_floracion(SC),0.03,0.656
Asys_floracion(SC),0.03,0.594
Asys_floracion(SC),0.031,0.588
Asys_floracion(SC),0.026,0.535
Asys_floracion(SC),0.03,0.566
Asys_floracion(SC),0.024,0.515
Asys_floracion(SC),0.025,0.572
Asys_floracion(SC),0.036,0.647
Asys_floracion(SC),0.024,0.579
Asys_floracion(SC),0.037,0.534
Asys_floracion(SC),0.03,0.5
Asys_floracion(SC),0.02,0.411
Asys_floracion(SC),0.023,0.465
Asys_floracion(SC),0.02,0.439
Asys_floracion(SC),0.021,0.531
Asys_floracion(SC),0.036,0.669
Asys_floracion(SC),0.043,0.648
Asys_floracion(SC),0.033,0.581
Asys_floracion(SC),0.037,0.725
Asys_floracion(SC),0.045,0.758
Asys_floracion(SC),0.03,0.659
Asys_floracion(SC),0.031,0.596
Asys_floracion(SC),0.031,0.589
Asys_floracion(SC),0.027,0.535
Asys_floracion(SC),0.03,0.566
Asys_floracion(SC),0.025,0.516
Asys_floracion(SC),0.025,0.573
Asys_floracion(SC),0.037,0.648
Asys_floracion(SC),0.024,0.583
Asys_floracion(SC),0.037,0.532
Asys_floracion(SC),0.031,0.497
Asys_floracion(SC),0.02,0.408
Asys_floracion(SC),0.023,0.46
Asys_floracion(SC),0.02,0.438
Asys_floracion(SC),0.022,0.527
Asys_floracion(SC),0.037,0.67
Asys_floracion(SC),0.044,0.649
Asys_floracion(SC),0.034,0.586
Asys_floracion(SC),0.038,0.732
Asys_floracion(SC),0.046,0.762
Asys_floracion(SC),0.031,0.662
Asys_floracion(SC),0.031,0.597
Asys_floracion(SC),0.032,0.588
Asys_floracion(SC),0.028,0.532
Asys_floracion(SC),0.031,0.564
Asys_floracion(SC),0.025,0.515
Asys_floracion(SC),0.026,0.574
Asys_floracion(SC),0.038,0.65
Asys_floracion(SC),0.025,0.587
Asys_floracion(SC),0.038,0.528
Asys_floracion(SC),0.032,0.491
Asys_floracion(SC),0.021,0.401
Asys_floracion(SC),0.024,0.451
Asys_floracion(SC),0.021,0.435
Asys_floracion(SC),0.023,0.52
Asys_floracion(SC),0.038,0.672
Asys_floracion(SC),0.044,0.65
Asys_floracion(SC),0.034,0.593
Asys_floracion(SC),0.039,0.741
Asys_floracion(SC),0.048,0.769
Asys_floracion(SC),0.032,0.666
Asys_floracion(SC),0.032,0.597
Asys_floracion(SC),0.033,0.586
Asys_floracion(SC),0.028,0.528
Asys_floracion(SC),0.032,0.56
Asys_floracion(SC),0.026,0.513
Asys_floracion(SC),0.026,0.573
Asys_floracion(SC),0.039,0.652
Asys_floracion(SC),0.026,0.594
Asys_floracion(SC),0.039,0.523
Asys_floracion(SC),0.033,0.483
Asys_floracion(SC),0.021,0.397
Asys_floracion(SC),0.025,0.443
Asys_floracion(SC),0.021,0.434
Asys_floracion(SC),0.023,0.516
Asys_floracion(SC),0.039,0.675
Asys_floracion(SC),0.045,0.653
Asys_floracion(SC),0.035,0.603
Asys_floracion(SC),0.04,0.75
Asys_floracion(SC),0.049,0.773
Asys_floracion(SC),0.033,0.67
Asys_floracion(SC),0.033,0.597
Asys_floracion(SC),0.034,0.585
Asys_floracion(SC),0.029,0.528
Asys_floracion(SC),0.033,0.554
Asys_floracion(SC),0.027,0.51
Asys_floracion(SC),0.027,0.567
Asys_floracion(SC),0.041,0.653
Asys_floracion(SC),0.026,0.598
Asys_floracion(SC),0.04,0.52
Asys_floracion(SC),0.034,0.48
Asys_floracion(SC),0.022,0.395
Asys_floracion(SC),0.025,0.44
Asys_floracion(SC),0.022,0.434
Asys_floracion(SC),0.024,0.515
Asys_floracion(SC),0.04,0.677
Asys_floracion(SC),0.046,0.655
Asys_floracion(SC),0.036,0.608
Asys_floracion(SC),0.041,0.753
Asys_floracion(SC),0.051,0.774
Asys_floracion(SC),0.034,0.673
Asys_floracion(SC),0.034,0.597
Asys_floracion(SC),0.035,0.584
Asys_floracion(SC),0.03,0.53
Asys_floracion(SC),0.034,0.55
Asys_floracion(SC),0.028,0.51
Asys_floracion(SC),0.028,0.563
Asys_floracion(SC),0.042,0.653
Asys_floracion(SC),0.027,0.597
Asys_floracion(SC),0.041,0.522
Asys_floracion(SC),0.035,0.482
Asys_floracion(SC),0.023,0.398
Asys_floracion(SC),0.026,0.444
Asys_floracion(SC),0.023,0.436
Asys_floracion(SC),0.025,0.518
Asys_floracion(SC),0.042,0.677
Asys_floracion(SC),0.048,0.656
Asys_floracion(SC),0.037,0.606
Asys_floracion(SC),0.043,0.752
Asys_floracion(SC),0.053,0.772
Asys_floracion(SC),0.035,0.673
Asys_floracion(SC),0.035,0.598
Asys_floracion(SC),0.036,0.585
Asys_floracion(SC),0.031,0.532
Asys_floracion(SC),0.035,0.552
Asys_floracion(SC),0.028,0.512
Asys_floracion(SC),0.029,0.565
Asys_floracion(SC),0.044,0.654
Asys_floracion(SC),0.028,0.597
Asys_floracion(SC),0.043,0.527
Asys_floracion(SC),0.036,0.488
Asys_floracion(SC),0.023,0.403
Asys_floracion(SC),0.027,0.45
Asys_floracion(SC),0.024,0.439
Asys_floracion(SC),0.027,0.523
Asys_floracion(SC),0.043,0.679
Asys_floracion(SC),0.049,0.658
Asys_floracion(SC),0.039,0.603
Asys_floracion(SC),0.044,0.75
Asys_floracion(SC),0.054,0.772
Asys_floracion(SC),0.036,0.673
Asys_floracion(SC),0.036,0.6
Asys_floracion(SC),0.037,0.588
Asys_floracion(SC),0.032,0.536
Asys_floracion(SC),0.036,0.558
Asys_floracion(SC),0.03,0.516
Asys_floracion(SC),0.03,0.57
Asys_floracion(SC),0.046,0.656
Asys_floracion(SC),0.029,0.598
Asys_floracion(SC),0.044,0.532
Asys_floracion(SC),0.037,0.496
Asys_floracion(SC),0.024,0.409
Asys_floracion(SC),0.028,0.459
Asys_floracion(SC),0.025,0.444
Asys_floracion(SC),0.028,0.53
Asys_floracion(SC),0.045,0.682
Asys_floracion(SC),0.05,0.66
Asys_floracion(SC),0.04,0.601
Asys_floracion(SC),0.046,0.748
Asys_floracion(SC),0.057,0.771
Asys_floracion(SC),0.038,0.675
Asys_floracion(SC),0.038,0.604
Asys_floracion(SC),0.039,0.593
Asys_floracion(SC),0.034,0.541
Asys_floracion(SC),0.038,0.564
Asys_floracion(SC),0.031,0.522
Asys_floracion(SC),0.031,0.576
Asys_floracion(SC),0.048,0.659
Asys_floracion(SC),0.031,0.598
Asys_floracion(SC),0.045,0.538
Asys_floracion(SC),0.038,0.503
Asys_floracion(SC),0.025,0.416
Asys_floracion(SC),0.029,0.468
Asys_floracion(SC),0.026,0.448
Asys_floracion(SC),0.029,0.537
Asys_floracion(SC),0.046,0.684
Asys_floracion(SC),0.052,0.662
Asys_floracion(SC),0.041,0.599
Asys_floracion(SC),0.048,0.747
Asys_floracion(SC),0.059,0.771
Asys_floracion(SC),0.039,0.676
Asys_floracion(SC),0.039,0.607
Asys_floracion(SC),0.04,0.598
Asys_floracion(SC),0.035,0.546
Asys_floracion(SC),0.039,0.571
Asys_floracion(SC),0.032,0.527
Asys_floracion(SC),0.033,0.582
Asys_floracion(SC),0.05,0.66
Asys_floracion(SC),0.032,0.599
Asys_floracion(SC),0.047,0.543
Asys_floracion(SC),0.04,0.509
Asys_floracion(SC),0.026,0.421
Asys_floracion(SC),0.03,0.475
Asys_floracion(SC),0.027,0.452
Asys_floracion(SC),0.031,0.542
Asys_floracion(SC),0.048,0.687
Asys_floracion(SC),0.053,0.664
Asys_floracion(SC),0.043,0.597
Asys_floracion(SC),0.05,0.746
Asys_floracion(SC),0.061,0.772
Asys_floracion(SC),0.041,0.677
Asys_floracion(SC),0.041,0.61
Asys_floracion(SC),0.042,0.602
Asys_floracion(SC),0.037,0.549
Asys_floracion(SC),0.041,0.576
Asys_floracion(SC),0.033,0.531
Asys_floracion(SC),0.034,0.587
Asys_floracion(SC),0.052,0.662
Asys_floracion(SC),0.033,0.599
Asys_floracion(SC),0.049,0.546
Asys_floracion(SC),0.041,0.513
Asys_floracion(SC),0.027,0.425
Asys_floracion(SC),0.032,0.48
Asys_floracion(SC),0.028,0.454
Asys_floracion(SC),0.032,0.546
Asys_floracion(SC),0.05,0.688
Asys_floracion(SC),0.055,0.666
Asys_floracion(SC),0.044,0.596
Asys_floracion(SC),0.052,0.746
Asys_floracion(SC),0.064,0.772
Asys_floracion(SC),0.043,0.678
Asys_floracion(SC),0.043,0.612
Asys_floracion(SC),0.044,0.605
Asys_floracion(SC),0.038,0.552
Asys_floracion(SC),0.042,0.58
Asys_floracion(SC),0.035,0.534
Asys_floracion(SC),0.036,0.591
Asys_floracion(SC),0.055,0.663
Asys_floracion(SC),0.035,0.6
Asys_floracion(SC),0.051,0.549
Asys_floracion(SC),0.043,0.517
Asys_floracion(SC),0.029,0.427
Asys_floracion(SC),0.033,0.483
Asys_floracion(SC),0.029,0.456
Asys_floracion(SC),0.034,0.548
Asys_floracion(SC),0.053,0.69
Asys_floracion(SC),0.057,0.667
Asys_floracion(SC),0.046,0.596
Asys_floracion(SC),0.054,0.746
Asys_floracion(SC),0.067,0.773
Asys_floracion(SC),0.045,0.679
Asys_floracion(SC),0.045,0.614
Asys_floracion(SC),0.046,0.607
Asys_floracion(SC),0.04,0.554
Asys_floracion(SC),0.044,0.583
Asys_floracion(SC),0.036,0.537
Asys_floracion(SC),0.037,0.594
Asys_floracion(SC),0.058,0.664
Asys_floracion(SC),0.037,0.601
Asys_floracion(SC),0.053,0.55
Asys_floracion(SC),0.045,0.519
Asys_floracion(SC),0.03,0.429
Asys_floracion(SC),0.034,0.485
Asys_floracion(SC),0.03,0.457
Asys_floracion(SC),0.036,0.55
Asys_floracion(SC),0.055,0.691
Asys_floracion(SC),0.059,0.668
Asys_floracion(SC),0.048,0.596
Asys_floracion(SC),0.057,0.747
Asys_floracion(SC),0.07,0.773
Asys_floracion(SC),0.047,0.68
Asys_floracion(SC),0.047,0.615
Asys_floracion(SC),0.048,0.608
Asys_floracion(SC),0.042,0.555
Asys_floracion(SC),0.046,0.586
Asys_floracion(SC),0.038,0.539
Asys_floracion(SC),0.039,0.597
Asys_floracion(SC),0.06,0.665
Asys_floracion(SC),0.038,0.602
Asys_floracion(SC),0.055,0.551
Asys_floracion(SC),0.047,0.52
Asys_floracion(SC),0.031,0.43
Asys_floracion(SC),0.036,0.487
Asys_floracion(SC),0.032,0.458
Asys_floracion(SC),0.038,0.551
Asys_floracion(SC),0.058,0.692
Asys_floracion(SC),0.061,0.668
Asys_floracion(SC),0.05,0.596
Asys_floracion(SC),0.059,0.748
Asys_floracion(SC),0.073,0.774
Asys_floracion(SC),0.049,0.681
Asys_floracion(SC),0.049,0.617
Asys_floracion(SC),0.05,0.61
Asys_floracion(SC),0.044,0.556
Asys_floracion(SC),0.048,0.587
Asys_floracion(SC),0.04,0.54
Asys_floracion(SC),0.041,0.598
Asys_floracion(SC),0.063,0.666
Asys_floracion(SC),0.04,0.603
Asys_floracion(SC),0.057,0.552
Asys_floracion(SC),0.049,0.521
Asys_floracion(SC),0.033,0.431
Asys_floracion(SC),0.037,0.488
Asys_floracion(SC),0.033,0.459
Asys_floracion(SC),0.04,0.552
Asys_floracion(SC),0.061,0.693
Asys_floracion(SC),0.064,0.669
Asys_floracion(SC),0.053,0.597
Asys_floracion(SC),0.062,0.748
Asys_floracion(SC),0.077,0.775
Asys_floracion(SC),0.052,0.682
Asys_floracion(SC),0.051,0.617
Asys_floracion(SC),0.052,0.611
Asys_floracion(SC),0.046,0.557
Asys_floracion(SC),0.051,0.588
Asys_floracion(SC),0.042,0.541
Asys_floracion(SC),0.043,0.6
Asys_floracion(SC),0.067,0.666
Asys_floracion(SC),0.043,0.603
Asys_floracion(SC),0.06,0.553
Asys_floracion(SC),0.051,0.522
Asys_floracion(SC),0.034,0.432
Asys_floracion(SC),0.039,0.489
Asys_floracion(SC),0.035,0.46
Asys_floracion(SC),0.042,0.553
Asys_floracion(SC),0.064,0.694
Asys_floracion(SC),0.066,0.67
Asys_floracion(SC),0.055,0.597
Asys_floracion(SC),0.065,0.749
Asys_floracion(SC),0.081,0.775
Asys_floracion(SC),0.054,0.683
Asys_floracion(SC),0.054,0.618
Asys_floracion(SC),0.055,0.611
Asys_floracion(SC),0.048,0.558
Asys_floracion(SC),0.053,0.589
Asys_floracion(SC),0.044,0.542
Asys_floracion(SC),0.045,0.601
Asys_floracion(SC),0.07,0.667
Asys_floracion(SC),0.045,0.604
Asys_floracion(SC),0.062,0.554
Asys_floracion(SC),0.053,0.523
Asys_floracion(SC),0.036,0.433
Asys_floracion(SC),0.041,0.49
Asys_floracion(SC),0.037,0.46
Asys_floracion(SC),0.045,0.554
Asys_floracion(SC),0.067,0.694
Asys_floracion(SC),0.069,0.671
Asys_floracion(SC),0.057,0.597
Asys_floracion(SC),0.068,0.75
Asys_floracion(SC),0.085,0.776
Asys_floracion(SC),0.057,0.683
Asys_floracion(SC),0.057,0.619
Asys_floracion(SC),0.058,0.612
Asys_floracion(SC),0.051,0.558
Asys_floracion(SC),0.056,0.59
Asys_floracion(SC),0.046,0.543
Asys_floracion(SC),0.047,0.601
Asys_floracion(SC),0.073,0.667
Asys_floracion(SC),0.047,0.605
Asys_floracion(SC),0.065,0.554
Asys_floracion(SC),0.055,0.523
Asys_floracion(SC),0.037,0.434
Asys_floracion(SC),0.043,0.49
Asys_floracion(SC),0.038,0.461
Asys_floracion(SC),0.047,0.554
Asys_floracion(SC),0.07,0.695
Asys_floracion(SC),0.072,0.671
Asys_floracion(SC),0.06,0.598
Asys_floracion(SC),0.071,0.75
Asys_floracion(SC),0.089,0.776
Asys_floracion(SC),0.059,0.684
Asys_floracion(SC),0.059,0.619
Asys_floracion(SC),0.06,0.613
Asys_floracion(SC),0.053,0.559
Asys_floracion(SC),0.058,0.59
Asys_floracion(SC),0.048,0.544
Asys_floracion(SC),0.05,0.602
Asys_floracion(SC),0.077,0.668
Asys_floracion(SC),0.049,0.606
Asys_floracion(SC),0.068,0.555
Asys_floracion(SC),0.058,0.524
Asys_floracion(SC),0.039,0.434
Asys_floracion(SC),0.045,0.491
Asys_floracion(SC),0.04,0.461
Asys_floracion(SC),0.049,0.555
Asys_floracion(SC),0.073,0.696
Asys_floracion(SC),0.074,0.672
Asys_floracion(SC),0.062,0.598
Asys_floracion(SC),0.074,0.751
Asys_floracion(SC),0.093,0.776
Asys_floracion(SC),0.062,0.684
Asys_floracion(SC),0.062,0.62
Asys_floracion(SC),0.063,0.613
Asys_floracion(SC),0.055,0.56
Asys_floracion(SC),0.061,0.591
Asys_floracion(SC),0.05,0.544
Asys_floracion(SC),0.052,0.603
Asys_floracion(SC),0.08,0.668
Asys_floracion(SC),0.051,0.606
Asys_floracion(SC),0.07,0.555
Asys_floracion(SC),0.06,0.524
Asys_floracion(SC),0.04,0.435
Asys_floracion(SC),0.046,0.491
Asys_floracion(SC),0.042,0.462
Asys_floracion(SC),0.052,0.555
Asys_floracion(SC),0.076,0.696
Asys_floracion(SC),0.077,0.672
Asys_floracion(SC),0.065,0.599
Asys_floracion(SC),0.078,0.751
Asys_floracion(SC),0.097,0.777
Asys_floracion(SC),0.065,0.685
Asys_floracion(SC),0.065,0.62
Asys_floracion(SC),0.066,0.614
Asys_floracion(SC),0.058,0.56
Asys_floracion(SC),0.063,0.591
Asys_floracion(SC),0.052,0.545
Asys_floracion(SC),0.054,0.603
Asys_floracion(SC),0.084,0.669
Asys_floracion(SC),0.053,0.607
Asys_floracion(SC),0.073,0.555
Asys_floracion(SC),0.062,0.525
Asys_floracion(SC),0.042,0.435
Asys_floracion(SC),0.048,0.492
Asys_floracion(SC),0.044,0.462
Asys_floracion(SC),0.054,0.555
Asys_floracion(SC),0.079,0.697
Asys_floracion(SC),0.08,0.672
Asys_floracion(SC),0.067,0.599
Asys_floracion(SC),0.081,0.752
Asys_floracion(SC),0.101,0.777
Asys_floracion(SC),0.067,0.685
Asys_floracion(SC),0.067,0.621
Asys_floracion(SC),0.069,0.614
Asys_floracion(SC),0.06,0.561
Asys_floracion(SC),0.066,0.592
Asys_floracion(SC),0.054,0.546
Asys_floracion(SC),0.056,0.604
Asys_floracion(SC),0.087,0.669
Asys_floracion(SC),0.056,0.607
Asys_floracion(SC),0.076,0.555
Asys_floracion(SC),0.064,0.525
Asys_floracion(SC),0.043,0.436
Asys_floracion(SC),0.05,0.492
Asys_floracion(SC),0.045,0.463
Asys_floracion(SC),0.057,0.556
Asys_floracion(SC),0.082,0.697
Asys_floracion(SC),0.083,0.673
Asys_floracion(SC),0.07,0.6
Asys_floracion(SC),0.084,0.753
Asys_floracion(SC),0.105,0.777
Asys_floracion(SC),0.07,0.686
Asys_floracion(SC),0.07,0.621
Asys_floracion(SC),0.071,0.615
Asys_floracion(SC),0.063,0.561
Asys_floracion(SC),0.069,0.592
Asys_floracion(SC),0.056,0.546
Asys_floracion(SC),0.059,0.604
Asys_floracion(SC),0.09,0.669
Asys_floracion(SC),0.058,0.608
Asys_floracion(SC),0.078,0.556
Asys_floracion(SC),0.067,0.525
Asys_floracion(SC),0.045,0.436
Asys_floracion(SC),0.052,0.493
Asys_floracion(SC),0.047,0.463
Asys_floracion(SC),0.059,0.556
Asys_floracion(SC),0.086,0.697
Asys_floracion(SC),0.085,0.673
Asys_floracion(SC),0.072,0.6
Asys_floracion(SC),0.087,0.753
Asys_floracion(SC),0.109,0.778
Asys_floracion(SC),0.073,0.686
Asys_floracion(SC),0.073,0.621
Asys_floracion(SC),0.074,0.615
Asys_floracion(SC),0.065,0.562
Asys_floracion(SC),0.071,0.592
Asys_floracion(SC),0.059,0.546
Asys_floracion(SC),0.061,0.604
Asys_floracion(SC),0.094,0.67
Asys_floracion(SC),0.06,0.608
Asys_floracion(SC),0.081,0.556
Asys_floracion(SC),0.069,0.525
Asys_floracion(SC),0.046,0.436
Asys_floracion(SC),0.053,0.493
Asys_floracion(SC),0.049,0.463
Asys_floracion(SC),0.062,0.556
Asys_floracion(SC),0.089,0.698
Asys_floracion(SC),0.088,0.674
Asys_floracion(SC),0.075,0.601
Asys_floracion(SC),0.09,0.753
Asys_floracion(SC),0.113,0.778
Asys_floracion(SC),0.076,0.687
Asys_floracion(SC),0.075,0.622
Asys_floracion(SC),0.077,0.615
Asys_floracion(SC),0.067,0.562
Asys_floracion(SC),0.074,0.592
Asys_floracion(SC),0.061,0.547
Asys_floracion(SC),0.063,0.604
Asys_floracion(SC),0.097,0.67
Asys_floracion(SC),0.062,0.608
Asys_floracion(SC),0.083,0.556
Asys_floracion(SC),0.071,0.525
Asys_floracion(SC),0.048,0.436
Asys_floracion(SC),0.055,0.493
Asys_floracion(SC),0.05,0.463
Asys_floracion(SC),0.064,0.556
Asys_floracion(SC),0.092,0.698
Asys_floracion(SC),0.091,0.674
Asys_floracion(SC),0.077,0.601
Asys_floracion(SC),0.093,0.754
Asys_floracion(SC),0.117,0.778
Asys_floracion(SC),0.078,0.687
Asys_floracion(SC),0.078,0.622
Asys_floracion(SC),0.079,0.615
Asys_floracion(SC),0.07,0.562
Asys_floracion(SC),0.076,0.592
Asys_floracion(SC),0.063,0.547
Asys_floracion(SC),0.066,0.605
Asys_floracion(SC),0.1,0.67
Asys_floracion(SC),0.064,0.609
Asys_floracion(SC),0.086,0.555
Asys_floracion(SC),0.073,0.525
Asys_floracion(SC),0.049,0.436
Asys_floracion(SC),0.057,0.492
Asys_floracion(SC),0.052,0.463
Asys_floracion(SC),0.066,0.556
Asys_floracion(SC),0.095,0.698
Asys_floracion(SC),0.094,0.674
Asys_floracion(SC),0.08,0.602
Asys_floracion(SC),0.096,0.754
Asys_floracion(SC),0.121,0.778
Asys_floracion(SC),0.081,0.687
Asys_floracion(SC),0.081,0.622
Asys_floracion(SC),0.082,0.615
Asys_floracion(SC),0.072,0.562
Asys_floracion(SC),0.079,0.592
Asys_floracion(SC),0.065,0.547
Asys_floracion(SC),0.068,0.604
Asys_floracion(SC),0.103,0.67
Asys_floracion(SC),0.066,0.609
Asys_floracion(SC),0.088,0.555
Asys_floracion(SC),0.075,0.524
Asys_floracion(SC),0.051,0.436
Asys_floracion(SC),0.058,0.491
Asys_floracion(SC),0.054,0.463
Asys_floracion(SC),0.068,0.555
Asys_floracion(SC),0.098,0.698
Asys_floracion(SC),0.096,0.674
Asys_floracion(SC),0.082,0.602
Asys_floracion(SC),0.099,0.754
Asys_floracion(SC),0.125,0.778
Asys_floracion(SC),0.083,0.687
Asys_floracion(SC),0.083,0.621
Asys_floracion(SC),0.084,0.615
Asys_floracion(SC),0.074,0.562
Asys_floracion(SC),0.081,0.591
Asys_floracion(SC),0.067,0.546
Asys_floracion(SC),0.07,0.604
Asys_floracion(SC),0.106,0.669
Asys_floracion(SC),0.068,0.609
Asys_floracion(SC),0.09,0.554
Asys_floracion(SC),0.077,0.523
Asys_floracion(SC),0.052,0.435
Asys_floracion(SC),0.06,0.49
Asys_floracion(SC),0.055,0.463
Asys_floracion(SC),0.07,0.554
Asys_floracion(SC),0.1,0.698
Asys_floracion(SC),0.098,0.673
Asys_floracion(SC),0.084,0.603
Asys_floracion(SC),0.101,0.755
Asys_floracion(SC),0.128,0.778
Asys_floracion(SC),0.085,0.687
Asys_floracion(SC),0.085,0.621
Asys_floracion(SC),0.087,0.614
Asys_floracion(SC),0.076,0.561
Asys_floracion(SC),0.083,0.59
Asys_floracion(SC),0.068,0.546
Asys_floracion(SC),0.071,0.603
Asys_floracion(SC),0.108,0.669
Asys_floracion(SC),0.069,0.609
Asys_floracion(SC),0.092,0.553
Asys_floracion(SC),0.079,0.522
Asys_floracion(SC),0.053,0.434
Asys_floracion(SC),0.061,0.488
Asys_floracion(SC),0.056,0.462
Asys_floracion(SC),0.072,0.553
Asys_floracion(SC),0.103,0.697
Asys_floracion(SC),0.1,0.673
Asys_floracion(SC),0.086,0.603
Asys_floracion(SC),0.103,0.755
Asys_floracion(SC),0.131,0.778
Asys_floracion(SC),0.087,0.687
Asys_floracion(SC),0.087,0.62
Asys_floracion(SC),0.089,0.613
Asys_floracion(SC),0.077,0.561
Asys_floracion(SC),0.085,0.589
Asys_floracion(SC),0.07,0.545
Asys_floracion(SC),0.073,0.602
Asys_floracion(SC),0.11,0.669
Asys_floracion(SC),0.071,0.61
Asys_floracion(SC),0.094,0.552
Asys_floracion(SC),0.08,0.521
Asys_floracion(SC),0.054,0.433
Asys_floracion(SC),0.062,0.487
Asys_floracion(SC),0.057,0.461
